si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
640,12.46922684,75.142887,Kasaragod,152,2.653318,6.771365464,22.31491978,32.16681034,63.33722783,0.3291584,0.109999999,593,6.269999981,0.12,57.81999969,118.3899994,129,40.29000092,470.8200073,0.670000017,46.84000015,3.910000086,7.429999828,5.929999828
641,12.26099014,75.18991089,Kasaragod,81,4.722862,4.120336488,22.71173748,30.7236938,67.75429208,0.63657784,0.109999999,820,7.289999962,0.12,44.40000153,269.6900024,128,28.95999908,585.7700195,1.299999952,12.35000038,0.930000007,3.140000105,5.449999809
642,12.45247078,75.312985,Kasaragod,174,4.6676292,33.0605582,20.15259573,32.75204489,60.53343866,0.73851365,0.119999997,130,3.519999981,0.12,68.30000305,312.980011,115,100.5250015,617.9299927,1.419999957,41.75999832,5.53000021,2.339999914,5.123639107
643,12.69218159,74.990298,Kasaragod,109,2.996448,3.936818935,22.54869706,31.94118337,63.48428095,0.210199,0.129999995,855,8.369999886,0.12,10.80000019,126.7399979,129,28.98999977,560.7700195,0.75,7.840000153,2.410000086,6.860000134,6.449999809
644,12.62822342,75.012195,Kasaragod,13,2.9957707,3.929985743,22.63438384,31.75866799,64.09750747,0.7796014,0.159999996,170,3.539999962,0.12,61.79999924,312.8299866,129,24.98999977,576.6199951,0.779999971,6.320000172,3.619999886,8.399999619,6.119999886
645,12.28484058,75.194532,Kasaragod,83,0.94914013,4.120336488,22.71173748,30.7236938,67.75429208,0.72024655,0.219999999,960,8.489999771,0.13,241,274.3999939,564,39.95999908,603.2800293,1.279999971,9.079999924,60.93999863,3.039999962,5.579999924
646,12.4555971,75.307592,Kasaragod,140,7.5695896,33.0605582,20.15259573,32.75204489,60.53343866,0.59456396,0.242599994,110,2.839999914,0.13,73.19999695,195.8208008,114,45.58499908,780.5100098,2.764397906,43.85808182,8.600000381,2.380000114,5
647,12.38660145,75.280428,Kasaragod,113,10.371838,34.32350159,20.70925951,31.7930763,63.35318227,0.5415661,0.842000008,559,5.119999886,0.13,74.40000153,474.4320068,128,90.28527832,344.9599915,5.199197027,48.98767853,20.03750038,4.6328578,5.230000019
648,12.32522964,75.26500702,Kasaragod,143,5.2938166,11.71195738,21.41198331,31.54112607,66.61067622,0.5196695,0.07,789,8.270000458,0.13,50.22999954,277.5400085,126,73.95999908,605.3300171,1.590000033,0.709999979,0.239999995,3.839999914,5.420000076
649,12.6122303,75.15989685,Kasaragod,76,2.9956002,13.79916942,21.13666319,33.23584716,59.9927586,0.7440743,0.109999999,395,3.529999971,0.13,22.70000076,276.4299927,131,28.95999908,585.6199951,1.289999962,25.31999969,1.419999957,3.210000038,5.989999771
650,12.36509991,75.14627838,Kasaragod,36,4.697682,5.434472998,23.26681303,31.19593858,66.01158518,0.6721669,0.119999997,320,2.99000001,0.13,9.399999619,265.8999939,100,19.14999962,750.9899902,1.200000048,5.190000057,2.599999905,3.140000105,5.78000021
651,12.61287975,75.15920258,Kasaragod,77,4.668702,13.79916942,21.13666319,33.23584716,59.9927586,0.7161735,0.119999997,350,2.930000067,0.13,8.199999809,266.6600037,102,27.85857964,770.210022,1.220000029,5.980000019,2.150000095,2.869999886,5.84871006
652,12.23345184,75.215036,Kasaragod,71,4.6961546,4.622214481,23.45392288,30.41379305,69.43064263,0.6284003,0.119999997,900,10.30000019,0.13,34.59999847,291.7600098,168,28.95000076,577.3300171,1.269999981,34.83000183,7.559999943,2.75999999,5.800000191
653,12.58784962,75.063719,Kasaragod,53,6.610121,3.710696191,21.62294659,32.6490649,62.35124964,0.7857808,0.119999997,540,6.829999924,0.13,28.79999924,138.8500061,129,32.25999832,680.5200195,1.470000029,8.069999695,1.639999986,3.650000095,6.989999771
654,12.39342403,75.16044617,Kasaragod,124,4.160519,11.35740897,21.77575126,31.36729426,65.12993139,0.536448,0.119999997,480,2.309999943,0.13,35.70000076,146.8999939,131,42.95999908,745.3699951,1.75999999,5.090000153,4.239999771,1.74000001,5.619999886
655,12.4441452,75.279825,Kasaragod,83,6.464861,36.26240587,20.70925951,31.7930763,63.35318227,0.7184731,0.200000003,690,4.809999943,0.13,54.20000076,298.519989,128,45.58580017,660.8099976,1.649999976,26.87000084,6.03000021,3.670000076,4.963630199
656,12.28882027,75.25682831,Kasaragod,129,0.92740995,9.415300369,21.41198331,31.54112607,66.61067622,0.6106461,0.050000001,954,7.260000229,0.14,55.59999847,298.4299927,126,65.84999847,250.2799988,0.439999998,0.519999981,1.909999967,4.260000229,5.320000172
657,12.29189682,75.237216,Kasaragod,127,5.293475,5.844177008,22.71173748,30.7236938,67.75429208,0.5420784,0.050000001,908,7.590000153,0.14,50.00999832,255.7599945,125,21.59000015,644.3200073,2.109999895,2.670000076,0.99000001,3.119999886,5.579999924
658,12.45096016,75.21012115,Kasaragod,159,10.550839,19.41165137,21.24592375,32.38534041,62.15598578,0.80517733,0.090000004,380,2.170000076,0.14,10.89999962,156.8699951,128,71.282852,690.5200195,2.279999971,5.539999962,5.309999943,3.190000057,5.714250088
659,12.56645298,75.245629,Kasaragod,77,6.770611,9.559358358,21.13666319,33.23584716,59.9927586,0.2148089,0.100000001,270,2.640000105,0.14,5.099999905,175.4199982,129,18.58580017,680.5200195,1.470000029,2.440000057,5.369999886,2.210000038,5.988200188
660,12.4062748,75.271417,Kasaragod,410,23.227108,36.26240587,20.70925951,31.7930763,63.35318227,0.78561133,0.100000001,930,4.710000038,0.14,17.70000076,386.5799866,129,74.58280182,637.7299805,1.529999971,10.65999985,4.960000038,4.429999828,5.871399879
661,12.28219986,75.38130188,Kasaragod,63,11.667779,14.72337395,19.48611182,31.52498122,65.7954982,0.5719726,0.100000001,720,3.874739885,0.14,39.52000046,98.75,286,53.99499893,635,1.590000033,46.31999969,35.22579956,9.039999962,5.139999866
662,12.58962154,75.052483,Kasaragod,84,2.1139474,3.710696191,21.62294659,32.6490649,62.35124964,0.7522936,0.100000001,300,6.929999828,0.14,53.90000153,168.3699951,128,31.53000069,700.8099976,1.659999967,7.909999847,2.039999962,3.109999895,5.989999771
663,12.45561981,75.09458923,Kasaragod,104,5.971653,3.412948281,22.31491978,32.16681034,63.33722783,0.37087563,0.109999999,495,5.429999828,0.14,90.66000366,127.3700027,133,39.95999908,528.710022,0.699999988,53.91999817,3.910000086,7.840000153,5.360000134
664,12.25327301,75.270803,Kasaragod,122,1.3268101,9.415300369,21.41198331,31.54112607,66.61067622,0.6315878,0.109999999,759,7.190000057,0.14,63.90000153,257.1799927,131,14.96000004,573.2600098,1.24000001,21.82999992,2.529999971,2.880000114,4.989999771
665,12.59259987,75.10832214,Kasaragod,74,2.0833385,5.014937043,21.62294659,32.6490649,62.35124964,0.2595026,0.109999999,520,3.190000057,0.14,9.699999809,286.5400085,130,26.37999916,577.3300171,1.269999981,32.72999954,2.339999914,3.700000048,6.989999771
666,12.38079071,75.137384,Kasaragod,100,0.92740995,5.434472998,23.26681303,31.19593858,66.01158518,0.44826442,0.109999999,570,2.279999971,0.14,24.70000076,126.7399979,132,42.58000183,725.8599854,1.50999999,4.739999771,5.869999886,2.519999981,5.900000095
667,12.62923145,75.029678,Kasaragod,43,13.104663,3.929985743,22.63438384,31.75866799,64.09750747,0.6282736,0.119999997,600,9.140000343,0.14,11.69999981,125.6299973,132,30.89999962,664.9699707,0.920000017,7.949999809,2.210000038,6.130000114,6.010000229
668,12.60758972,75.16143799,Kasaragod,88,7.3101645,13.79916942,21.13666319,33.23584716,59.9927586,0.53818184,0.119999997,302,2.880000114,0.14,12.5,263.4299927,103,28.98999977,743.7600098,1.179999948,4.710000038,2.089999914,2.558478117,5.639500141
669,12.59988022,75.135768,Kasaragod,79,10.266641,5.014937043,21.62294659,32.6490649,62.35124964,0.577495,0.119999997,390,2.150000095,0.14,23.5,275.230011,131,22.45999908,590.4500122,1.320000052,22.82999992,2.410000086,3.25999999,5.960000038
670,12.38440037,75.1108017,Kasaragod,67,2.0829902,5.434472998,23.26681303,31.19593858,66.01158518,0.18608809,0.119999997,585,2.180000067,0.14,23.10000038,148.9199982,131,32.06000137,750.4899902,1.669999957,5.170000076,4.460000038,2.089999914,5.980000019
671,12.38010025,75.14749908,Kasaragod,49,5.8595676,5.434472998,23.26681303,31.19593858,66.01158518,0.78796655,0.129999995,430,3.50999999,0.14,6,216.4900055,105,20.54000092,816.8200073,1.299999952,4.820000172,2.799999952,2.980000019,6.110000134
672,12.41154385,75.246653,Kasaragod,122,13.102713,24.37086403,21.77575126,31.36729426,65.12993139,0.6590757,0.129999995,750,4.510000229,0.14,48.5,369.3200073,129,85.96990204,675.9000244,1.75999999,9.340000153,5.989999771,3.859999895,5.11141458
673,12.38010025,75.10122681,Kasaragod,64,0,5.434472998,23.26681303,31.19593858,66.01158518,0.5008594,0.140000001,298,6.528800011,0.14,71.25582123,345.5499878,100.0049973,71.85849762,783,1.019999981,55.90000153,31.28585052,6.409999847,6.099999905
674,12.60299969,75.154751,Kasaragod,105,9.095136,13.79916942,21.13666319,33.23584716,59.9927586,0.67172265,0.140000001,400,3.019999981,0.14,6.699999809,278.4400024,99,31.25200081,713.9199829,1.110000014,7.909999847,2.99000001,3.985477924,5.98210001
675,12.36503029,75.256814,Kasaragod,140,9.195146,34.32350159,20.70925951,31.7930763,63.35318227,0.62301916,0.059999999,547,4.170000076,0.15,47.09999847,750.2700195,128,54.85227966,747.7199707,1.75999999,1.370000005,0.839999974,3.215850115,5.539999962
676,12.28055859,75.17890167,Kasaragod,52,0,4.120336488,22.71173748,30.7236938,67.75429208,0.50116885,0.059999999,789,8.390000343,0.15,60.13999939,245.7299957,129,58.84999847,723.4799805,2.99000001,0.870000005,1.090000033,3.450000048,4.989999771
677,12.40009975,75.2791214,Kasaragod,206,15.082904,34.32350159,20.70925951,31.7930763,63.35318227,0.55109674,0.07,489,3.819999933,0.15,52.09999847,726.3699951,130,80.22857666,729.460022,1.480000019,1.370000005,1.269999981,4.936299801,5.5
678,12.22414017,75.23497009,Kasaragod,67,5.292783,4.622214481,23.45392288,30.41379305,69.43064263,0.42161018,0.079999998,887,7.429999828,0.15,37.90000153,239.8200073,130,28.54999924,585.8300171,1.309999943,2.880000114,0.170000002,2.549999952,5.710000038
679,12.53125191,75.154722,Kasaragod,184,2.0832345,10.55042303,21.24592375,32.38534041,62.15598578,0.61234397,0.090000004,310,2.869999886,0.15,10.80000019,129.7299957,131,48.83000183,603.2800293,1.279999971,6.320000172,3.880000114,8.229999542,5.989999771
680,12.41300011,75.16912079,Kasaragod,68,5.679474,13.42759168,21.77575126,31.36729426,65.12993139,0.6471774,0.100000001,580,3.74000001,0.15,47.09999847,229.4900055,228,21.54999924,569.8499756,0.769999981,4.010000229,2.039999962,3.670000076,6.900000095
681,12.63101578,75.029688,Kasaragod,21,2.114221,3.929985743,22.63438384,31.75866799,64.09750747,0.62488943,0.189999998,150,3.480000019,0.15,76.69999695,187.6399994,130,31.95999908,610.8200073,0.879999995,7.380000114,3.940000057,8.600000381,5.989999771
682,12.63860798,75.09970093,Kasaragod,173,4.7009034,5.014212191,21.62294659,32.6490649,62.35124964,0.61428285,0.129999995,340,3.539999962,0.16,15.30000019,470.8500061,336,22.53000069,630.5200195,1.559999943,40.15999985,3.589999914,5.5,6.849999905
683,12.31548977,75.25437927,Kasaragod,97,12.309797,11.71195738,21.41198331,31.54112607,66.61067622,0.7753533,0.059999999,869,7.679999828,0.17,53.29000092,269.1199951,126,71.62999725,580.3200073,0.99000001,0.439999998,0.360000014,3.960000038,5.340000153
684,12.39640045,75.2789917,Kasaragod,139,7.3066106,34.32350159,20.70925951,31.7930763,63.35318227,0.6638856,0.07,505,4.630000114,0.17,61.20000076,673.9199829,129,75.58580017,745.3699951,1.75999999,1.539999962,0.25999999,3.958199978,5.360000134
685,12.57004833,75.102566,Kasaragod,77,6.6098886,5.014937043,21.62294659,32.6490649,62.35124964,0.55320877,0.090000004,460,2.559999943,0.17,18.89999962,303.2999878,612,29.95999908,585.8300171,1.309999943,47.49000168,1.450000048,3.549999952,6.340000153
686,12.59010029,75.08010101,Kasaragod,85,6.7085385,3.710696191,21.62294659,32.6490649,62.35124964,0.61947846,0.100000001,510,7.090000153,0.17,35.79999924,143.7400055,129,22.54000092,650.8200073,1.230000019,7.75,2.730000019,4.099999905,6.559999943
687,12.38602829,75.125176,Kasaragod,30,12.29121,5.434472998,23.26681303,31.19593858,66.01158518,0.69378144,0.100000001,590,1.789999962,0.17,22.20000076,137.9100037,128,38.95999908,730.5800171,1.559999943,4.210000038,5.420000076,2.160000086,5.960000038
688,12.55350018,75.2440033,Kasaragod,112,14.328006,9.559358358,21.13666319,33.23584716,59.9927586,0.70218354,0.100000001,115,2.650000095,0.17,22.70000076,187.0500031,132,49.69689941,800.6699829,1.979057592,2.710000038,5.230000019,2.430000067,5.1487478
689,12.29731083,75.219387,Kasaragod,57,12.2012825,5.844177008,22.71173748,30.7236938,67.75429208,0.78426623,0.109999999,875,8.090000153,0.17,54.65999985,236.8899994,128,23.95999908,615.289978,1.779999971,1.929999948,0.839999974,4.130000114,5.230000019
690,12.45650959,75.310886,Kasaragod,125,9.456862,33.0605582,20.15259573,32.75204489,60.53343866,0.38988432,0.109999999,175,2.670000076,0.17,49.79999924,315.6400146,110,57.99499893,723.8699951,2.420000076,5.670000076,5.96999979,2.230000019,5.650000095
691,12.37514973,75.33570099,Kasaragod,99,18.432837,37.13432932,20.70925951,31.7930763,63.35318227,0.5915184,0.074000001,578,3.849999905,0.18,57.29999924,679.2000122,131,78.985982,700.2800293,1.274611399,1.175699949,1.8046,3.95124507,5.409999847
692,12.37833023,75.27368927,Kasaragod,120,14.651468,34.32350159,20.70925951,31.7930763,63.35318227,0.7017799,0.050000001,498,5.179999828,0.18,40.20000076,716.6300049,128,41.28585052,700.9299927,1.274611399,1.064499974,0.221599996,3.238957882,5.650000095
693,12.39540958,75.2791214,Kasaragod,125,9.798852,34.32350159,20.70925951,31.7930763,63.35318227,0.8179875,0.079999998,504,5.119999886,0.18,43.29999924,727.3200073,133,74.95850372,730.5800171,1.559999943,1.129999995,0.829999983,3.115479946,5.599999905
694,12.3878727,75.109558,Kasaragod,73,5.4262943,5.434472998,23.26681303,31.19593858,66.01158518,0.46155244,0.109999999,550,1.730000019,0.18,26.89999962,172.4799957,129,32.97000122,700.3099976,1.269999981,4.630000114,5.019999981,1.870000005,5.829999924
695,12.40539932,75.266333,Kasaragod,441,25.300167,36.26240587,20.70925951,31.7930763,63.35318227,0.76489466,0.109999999,970,4.820000172,0.18,15.10000038,329.7000122,131,83.63960266,618.6500244,1.409999967,7.960000038,6.820000172,3.75999999,5.988699913
696,12.37870979,75.18139648,Kasaragod,196,14.110367,11.35740897,21.77575126,31.36729426,65.12993139,0.5088282,0.119999997,480,3.359999895,0.18,4.300000191,265.730011,99,21.85000038,560.7700195,0.75,6.21999979,2.589999914,3.539999962,6.349999905
697,12.23373127,75.288401,Kasaragod,132,2.9916673,8.309372307,21.90739094,31.21134996,69.36719805,0.6037909,0.119999997,757,6.650000095,0.18,64.30000305,267.8999939,127,18.34000015,584.2800293,1.269999981,11.84000015,1.549999952,3.109999895,4.960000038
698,12.54295158,75.081792,Kasaragod,115,2.7802885,3.091801628,22.31491978,32.16681034,63.33722783,0.6456183,0.119999997,610,2.970000029,0.18,30.10000038,289.730011,133,31.52000046,603.2800293,1.279999971,16.81999969,2.99000001,2.400000095,6
699,12.42010021,75.27429962,Kasaragod,179,21.206432,36.26240587,20.70925951,31.7930763,63.35318227,0.6936795,0.119999997,800,4.420000076,0.18,39.90000153,319.6499939,132,72.5652771,612.5800171,1.360000014,13.73999977,4.309999943,3.309999943,5.369599819
700,12.45991993,75.220122,Kasaragod,259,17.752127,19.41165137,21.24592375,32.38534041,62.15598578,0.702364,0.119999997,330,2.650000095,0.18,14.5,165.7299957,129,76.95950317,790.4500122,2.869999886,4.590000153,4.730000019,4.010000229,5.41422987
701,12.61287975,75.15920258,Kasaragod,77,4.668702,13.79916942,21.13666319,33.23584716,59.9927586,0.7161735,0.129999995,420,1.99000001,0.18,6.400000095,260.9200134,99,25.96949959,800.6400146,1.269999981,5.769999981,2.75,3.011440039,6.025849819
702,12.62020016,75.09632111,Kasaragod,121,12.026512,5.014212191,21.62294659,32.6490649,62.35124964,0.62012225,0.140000001,355,3.180000067,0.19,12.60000038,432.8099976,130,30.18000031,592.7600098,1.340000033,9.920000076,3.779999971,5.840000153,6.960000038
703,12.53491116,75.099919,Kasaragod,117,6.005589,3.091801628,22.31491978,32.16681034,63.33722783,0.5819502,0.140000001,530,2.269999981,0.19,43.70000076,276.5100098,132,35.95999908,687.3699951,2.579999924,17.95000076,3.24000001,2.980000019,5.75
704,12.39274979,75.29046631,Kasaragod,139,6.6075926,34.32350159,20.70925951,31.7930763,63.35318227,0.68122274,0.072999999,528,3.670000076,0.2,65.90000153,699.2299805,130,39,700.3099976,1.274611399,3.118099928,0.804499984,4.110410213,5.309999943
705,12.39686966,75.279087,Kasaragod,142,6.2271504,34.32350159,20.70925951,31.7930763,63.35318227,0.7109988,0.050000001,547,4.269999981,0.2,31.89999962,697.25,132,72.96900177,725.8599854,1.50999999,1.429999948,1.519999981,4.257999897,5.889999866
706,12.39451981,75.27326202,Kasaragod,189,7.306583,34.32350159,20.70925951,31.7930763,63.35318227,0.7962963,0.090000004,521,4.920000076,0.2,32.5,714.2399902,128,81.96959686,750.8400269,1.809999943,1.450000048,0.920000017,4.105258465,5.849999905
707,12.6157264,75.003476,Kasaragod,92,6.006755,3.929985743,22.63438384,31.75866799,64.09750747,0.61276287,0.119999997,180,3.210000038,0.2,55.20000076,363.7799988,192,18.97999954,640.7199707,0.970000029,7.010000229,3.50999999,8.930000305,6.260000229
708,12.36715031,75.296301,Kasaragod,130,5.9725647,34.32350159,20.70925951,31.7930763,63.35318227,0.7743363,0.059999999,508,5.090000153,0.21,64.69999695,727.3300171,129,24.52524948,750.4899902,1.669999957,1.289999962,1.639999986,3.852852106,5.320000172
709,12.54250717,75.099426,Kasaragod,148,5.488832,3.091801628,22.31491978,32.16681034,63.33722783,0.50832355,0.100000001,550,2.460000038,0.21,38.59999847,312.8299866,131,37.86000061,610.3400269,1.690000057,19.62000084,4.090000153,2.119999886,5.869999886
710,12.64209461,75.106329,Kasaragod,180,8.541111,6.426622629,21.62294659,32.6490649,62.35124964,0.46491706,0.129999995,195,3.589999914,0.21,39.79999924,156.4299927,129,30.25,614.3499756,1.440000057,10.42000008,3.519999981,5.670000076,6.139999866
711,12.28110981,75.36473846,Kasaragod,53,4.824408,14.72337395,19.48611182,31.52498122,65.7954982,0.7354336,0.054000001,468,2.859999895,0.22,43.72000122,176.5599976,131,28.82819939,595.2600098,1.989637306,7.521900177,0.340900004,3.111114158,5.269999981
712,12.29728031,75.39543915,Kasaragod,72,4.824692,14.72337395,19.48611182,31.52498122,65.7954982,0.7346974,0.07,502,2.660000086,0.22,10.52000046,223.8500061,130,38.9529828,568.2299805,1.539999962,6.159999847,0.25999999,3.011514902,5.960000038
713,12.23007011,75.2019577,Kasaragod,61,3.3643303,4.622214481,23.45392288,30.41379305,69.43064263,0.52807796,0.07,960,7.139999866,0.23,23.70000076,287.3699951,131,27.86000061,585.2399902,1.309999943,5.730000019,0.100000001,2.670000076,6.510000229
714,12.41989994,75.26909637,Kasaragod,201,18.1258,36.26240587,20.70925951,31.7930763,63.35318227,0.70396763,0.100000001,830,4.809999943,0.23,30.79999924,329.7600098,128,71.2519989,637.8900146,1.539999962,15.85999966,5.710000038,4.150000095,5.587470055
